ID,edad,meses,max_ant,ingreso,score,tipo_vivienda,zona,nivel,riesgo
2422,25,131,0,711.92,191,4,1,4,1
2424,34,131,10,4220,188,2,2,2,1
2428,30,131,0,1468.04,176,3,1,5,1
2432,33,141,15,1424,204,4,1,2,1
2434,31,157,0,800,194,2,1,5,1
2436,48,136,0,1800,204,4,3,5,1
2437,46,234,0,1800,186,2,1,5,1
2438,28,110,7,1536.01,194,2,1,5,1
2439,21,145,0,1233.13,175,4,1,5,1
2440,32,183,0,2000,199,2,3,5,1
2441,47,128,8,1420,182,2,1,5,1
2444,33,130,15,1642.18,180,2,3,1,1
2445,27,222,24,3541.83,197,2,1,5,1
2446,28,189,36,3000,190,2,3,5,1
2447,33,196,8,2200,172,2,1,5,1
2448,24,135,34,1375.52,158,2,1,5,1
2449,23,119,27,1900,163,2,3,3,1
2451,36,122,0,1245.59,182,2,1,5,1
2454,26,134,7,673.73,169,2,1,5,1
2455,31,128,0,3367.12,219,2,1,2,1
2459,33,180,65,30000,235,4,3,2,1
2462,34,,29,1600,175,2,1,5,1
2463,48,461,81,4362,173,4,1,2,1
2464,23,133,0,4500,173,2,3,5,1
2466,41,127,0,2073.76,216,4,1,5,1
2467,27,117,0,850.3,162,2,2,5,1
2468,37,193,39,780,155,2,1,5,1
2470,27,116,0,856.46,193,2,3,5,1
2472,48,156,22,2100,181,4,1,1,1
2473,54,122,0,1500,215,4,3,5,1
2476,33,122,0,674.95,215,4,1,5,1
2480,30,193,62,2600,204,4,4,5,1
2482,33,170,46,3000,195,2,1,2,1
2483,61,175,0,1200,194,2,5,5,1
2486,29,177,0,1428,204,2,1,1,1
2487,21,156,0,900,173,2,1,5,1
2488,36,166,0,1800,182,2,3,5,1
2489,63,325,0,1231.36,194,2,1,5,1
2492,27,142,0,823.54,169,2,1,5,1
2493,38,150,51,5000,194,2,1,5,1
2495,37,138,0,741.71,175,2,1,1,1
2496,,205,59,15531,197,2,3,2,1
2498,27,179,31,2400,205,2,3,2,1
2499,51,124,7,1200,166,3,1,5,1
2501,51,117,0,711.96,192,2,1,5,1
2505,40,198,0,1600,186,2,3,2,1
2507,35,141,17,7000,221,4,1,2,1
2508,29,138,0,1300,175,2,1,5,1
2509,24,129,0,1400,179,2,1,4,1
2512,40,185,37,4699,178,2,3,2,1
2514,30,145,0,1050,175,2,2,5,1
2515,40,126,0,1944.24,185,2,1,5,1
2518,33,168,0,1400,177,2,1,5,1
2519,30,160,40,4000,219,2,1,2,1
2521,42,159,14,2150,197,2,1,5,1
2523,27,198,0,20000,194,2,1,2,1
2524,54,134,110,2500,224,4,3,2,1
2525,21,117,0,891.34,175,2,1,5,1
2526,31,191,39,5200,175,2,2,2,1
2529,26,113,0,686.42,169,2,5,5,1
2530,53,149,0,1500,201,2,1,5,1
2531,46,194,0,1600,194,4,3,5,1
2533,46,135,16,1200,180,2,1,5,1
2534,23,108,0,1056.56,159,2,1,2,1
2535,35,130,,18265,201,4,3,2,1
2536,21,133,0,5000,178,2,1,1,1
2537,30,147,2,3500,188,2,1,2,1
2538,40,160,7,3500,204,2,1,2,1
2539,31,132,23,2100,202,2,1,5,1
2540,29,117,0,900,194,2,3,5,1
2543,35,210,0,5000,190,2,3,1,1
2545,49,182,14,2900,216,4,3,5,1
2546,32,132,0,1715.49,180,2,1,5,1
2547,33,121,0,700,208,4,1,5,1
2549,39,143,0,2100,177,2,3,2,1
2550,23,110,0,2100,192,2,1,5,1
2551,41,303,0,2200,196,2,1,5,1
2555,36,189,46,3500,216,2,3,2,1
2556,31,157,0,1800,180,2,1,5,1
2557,32,158,21,900,192,4,1,1,1
2558,23,117,0,1500,151,2,1,5,1
2559,47,138,102,900,180,2,1,5,1
2560,38,126,14,2200,226,4,3,2,1
2566,35,117,0,2249.97,185,2,3,1,1
2567,30,129,0,866.4,175,2,3,5,1
2568,26,155,15,3200,227,2,1,2,1
2571,29,196,0,759.27,173,2,3,5,1
2572,30,182,27,2100,192,2,1,5,1
2578,55,498,0,2307,230,4,1,5,1
2581,27,132,0,679.54,196,2,3,2,1
2583,28,121,4,1200,178,2,1,2,1
2584,25,129,0,869.84,169,2,1,5,1
2585,25,128,2,800,169,2,1,5,1
2587,,257,0,3905,185,2,1,5,1
2589,41,259,84,2100,177,2,1,5,1
2590,25,153,0,1945,169,2,4,2,1
2591,33,139,8,1500,216,4,3,2,1
2592,23,123,0,721.62,156,2,3,5,1
2593,32,157,0,2120,226,2,1,2,1
2596,31,195,8,1500,199,2,1,2,1
2598,28,178,36,1800,187,2,1,2,1
2599,24,122,0,2146.48,154,2,4,5,1
2602,34,128,0,1800,201,4,1,5,1
2604,23,138,13,1200,176,2,1,2,1
2606,29,133,7,7073,195,2,3,2,1
2609,33,118,0,1105.43,187,4,2,5,1
2612,54,148,0,1353.46,185,2,1,5,1
2613,42,363,21,2300,195,2,2,5,1
2615,27,124,12,995.42,188,4,1,5,1
2616,23,,28,1094.69,175,4,1,5,1
2617,45,148,28,9000,199,2,5,2,1
2619,35,186,0,1300,189,2,1,5,1
2621,30,145,0,2000,221,4,3,2,1
2628,28,146,20,3800,195,2,3,2,1
2629,45,200,42,6000,223,4,1,2,1
2634,23,127,0,1510.49,194,4,1,5,1
2635,21,143,0,2085.06,159,3,3,5,1
2637,24,160,20,1268.28,175,4,1,5,1
2638,37,162,21,700,189,4,1,5,1
2640,22,125,0,790.22,156,2,2,5,1
2643,34,191,48,2400,190,2,1,2,1
2644,35,137,11,1245.07,179,2,3,5,1
2645,35,130,0,1200,177,2,1,5,1
2646,34,158,0,2200,194,2,1,5,1
2654,23,130,0,932.46,175,4,1,5,1
2656,25,127,0,656.49,169,2,1,5,1
2658,23,169,0,10000,175,2,1,2,1
2660,30,246,0,800,192,2,1,5,1
2662,25,113,,5500,189,2,1,2,1
2663,39,187,81,8546,183,4,5,2,1
2664,36,180,44,1617.92,177,2,1,5,1
2666,34,140,0,1400,192,4,1,2,1
2668,25,141,0,730,169,2,1,5,1
2669,45,178,7,4000,193,2,1,2,1
2672,37,159,24,1000,184,2,1,2,1
2673,57,318,11,4176.35,211,2,1,5,1
2675,33,211,8,2800,195,2,5,2,1
2676,48,212,30,5000,181,2,1,5,1
2678,27,124,0,1432.86,171,2,1,5,1
2679,32,181,0,770,175,2,3,5,1
2682,43,230,90,26400,236,4,1,2,1
2683,36,156,0,10604,193,4,3,5,1
2687,54,126,9,2000,205,2,1,2,1
2688,,160,0,773,192,2,1,5,1
2689,33,118,0,1298.25,175,2,2,5,1
2691,49,120,0,5556.01,216,4,4,5,1
2692,25,138,0,995.5,169,2,1,5,1
2694,24,120,5,667.63,188,4,1,5,1
2697,30,152,19,2300,199,2,1,5,1
2699,46,210,0,2100,194,4,1,5,1
2700,40,146,0,1100,177,2,1,5,1
2703,43,138,0,800,178,2,1,5,1
2705,31,110,11,3000,200,2,1,2,1
2707,24,129,0,1004,154,2,1,1,1
2710,24,122,0,695.48,169,2,1,5,1
2711,27,173,11,2650,186,2,1,5,1
2712,44,166,0,2800,209,2,1,2,1
2713,22,130,0,1357.55,156,2,1,5,1
2714,47,180,9,14250,192,4,3,2,1
2716,50,186,0,13046,216,4,1,2,1
2717,22,118,0,700,159,2,1,2,1
2719,48,182,0,1097.93,180,2,1,5,1
2720,29,210,28,2100,211,4,3,5,1
2721,28,173,0,2000,195,2,1,5,1
2722,33,170,0,1483,182,2,3,1,1
2724,25,129,0,1720.24,177,4,2,5,1
2725,35,159,16,10000,216,4,1,2,1
2727,32,151,8,2000,188,2,1,2,1
2728,49,138,23,2559.7,190,2,4,5,1
2732,44,210,30,1706.5,197,2,1,5,1
2735,32,118,17,966.89,175,2,1,5,1
2736,27,162,0,992.51,166,2,3,1,1
2738,27,156,43,4200,213,2,3,2,1
2739,32,152,0,2400,200,2,5,2,1
2744,49,175,18,1000,189,4,1,5,1
2745,36,163,0,1300,177,2,1,5,1
2746,36,165,0,769.67,196,4,4,5,1
2747,52,196,0,4500,217,4,1,4,1
2749,50,163,30,5311.46,204,2,1,4,1
2750,30,151,9,3500,209,4,5,5,1
2757,48,177,0,3500,194,4,1,5,1
2758,24,125,0,3250.4,184,2,2,1,1
2759,30,,28,1200,175,2,1,5,1
2761,35,125,0,970.18,204,4,1,2,1
2763,23,156,0,1000,200,2,1,5,1
2764,41,113,32,1354.82,180,2,5,5,1
2765,35,210,0,6300,213,2,3,5,1
2766,40,214,31,2800,191,2,1,2,1
2767,24,121,4,613.75,156,2,1,5,1
2769,25,158,11,5300,194,2,1,2,1
2770,30,130,14,1400,170,2,2,5,1
2771,39,174,13,2000,221,2,1,2,1
2778,31,121,0,1900,173,2,3,5,1
2782,37,122,0,800,157,2,1,5,1
2784,59,156,0,5212.22,189,2,1,5,1
2788,35,255,21,1500,220,4,3,2,1
2789,43,140,8,,200,2,3,2,1
2791,32,196,10,3000,238,4,1,2,1
2792,,177,0,1381.97,178,4,1,5,1
2799,28,169,26,2000,187,2,3,2,1
2800,25,142,0,1200,207,4,1,5,1
2801,39,135,0,3000,194,2,1,5,1
2802,35,116,5,2298.55,202,2,1,2,1
2804,30,188,0,2800,192,2,1,5,1
2809,37,143,12,3975,202,2,3,2,1
2811,29,131,8,2500,214,4,2,2,1
2813,25,135,0,1175,188,2,5,5,1
2814,31,152,39,2362.12,200,2,4,2,1
2815,26,138,19,1099.9,171,2,1,5,1
2816,27,142,0,500.25,167,2,3,1,1
2817,37,268,0,870,177,2,3,5,1
2819,28,140,0,1400,169,2,5,5,1
2820,60,129,0,2300,209,2,3,1,1
2822,35,283,0,3800,221,4,1,2,1
2823,24,181,0,1434.17,164,2,1,2,1
2825,34,267,0,700,177,2,3,5,1
2827,30,173,21,1000,175,2,1,5,1
2831,26,210,15,2100,186,2,1,5,1
2833,28,114,9,1544.36,202,2,1,2,1
2834,29,134,53,3000,195,2,1,2,1
2835,37,136,12,2500,213,4,5,5,1
2836,32,169,26,2450,191,2,5,5,1
2838,21,137,0,1471.84,177,2,1,5,1
2839,23,142,9,2300.07,161,2,3,5,1
2842,34,144,0,12754,194,2,3,2,1
2843,48,142,0,5138.16,205,2,1,2,1
2845,27,112,10,918.32,196,2,1,2,1
2846,48,128,15,665.23,180,2,1,5,1
2847,30,145,13,3500,200,2,3,2,1
2848,43,194,0,786.63,218,4,5,5,1
2853,21,121,0,700,178,2,1,2,1
2854,29,202,0,4000,187,2,1,2,1
2856,27,136,0,1800,174,2,3,5,1
2857,21,104,0,1200,156,2,1,5,1
2858,26,121,0,2000,187,4,3,2,1
2859,25,117,0,2258.01,181,2,5,2,1
2860,34,150,0,12754,187,2,3,2,1
2861,25,119,0,898.06,169,2,1,5,1
2862,35,132,112,6000,197,2,5,2,1
2865,45,256,0,1200,170,2,1,1,1
2866,29,174,26,2500,202,2,3,2,1
2869,28,134,0,1668.98,171,2,1,5,1
2872,45,118,0,2500,216,4,1,5,1
2873,58,210,71,10000,210,4,1,5,1
2874,35,156,9,3500,202,2,3,2,1
2875,27,145,28,3000,189,2,1,2,1
2876,34,183,0,1000,177,2,2,5,1
2882,40,142,0,1200,207,2,3,2,1
2886,28,174,22,1030,175,2,3,5,1
2887,26,150,16,1454.75,173,2,3,2,1
2890,37,148,0,1538,170,2,2,1,1
2894,26,137,22,1500,171,2,1,5,1
2899,35,133,18,1112.6,177,2,1,5,1
2900,28,152,15,2630,190,2,2,5,1
2902,26,162,39,619.79,160,2,1,1,1
2907,36,174,22,1050,177,2,1,5,1
2908,32,152,0,2170,186,2,2,4,1
2909,29,131,0,3000,192,2,1,5,1
2912,35,198,0,1101.31,196,4,4,5,1
2913,31,141,0,1580,196,4,1,5,1
2919,28,149,29,950,188,2,1,5,1
2920,34,129,0,1100,177,2,3,5,1
2921,29,153,0,1400.99,194,4,1,5,1
2923,27,130,33,3000,194,2,3,2,1
2924,35,133,17,1300,204,2,1,2,1
2926,32,157,0,910.72,175,2,1,5,1
2927,30,,13,800,207,2,1,5,1
2931,29,140,0,8625,214,4,1,2,1
2932,25,157,19,3135,194,2,1,2,1
2933,30,115,22,2400,192,2,5,5,1
2934,45,150,61,9000,200,2,1,2,1
2936,26,137,8,629.08,170,2,1,2,1
2937,24,130,0,899.79,156,2,3,5,1
2942,,158,0,1840,173,2,1,5,1
2943,22,141,0,900,156,2,1,5,1
2944,27,191,22,3401.75,206,2,3,2,1
2948,29,160,25,5500,216,2,1,2,1
2949,37,270,14,1600,162,2,3,5,1
2951,28,150,14,11300,200,2,1,2,1
2953,22,113,0,729.18,156,2,5,5,1
2954,36,146,18,2500,202,2,1,2,1
2958,31,257,10,2000,204,4,1,5,1
2959,43,138,9,1562.55,197,4,4,5,1
2960,28,137,0,3000,214,2,1,2,1
2962,28,151,0,701.49,197,3,1,5,1
2964,36,113,1,2000,197,2,1,2,1
2968,34,181,43,2900,188,2,3,2,1
2970,26,130,0,628.84,188,4,1,5,1
2972,32,133,0,3150,185,2,3,5,1
2973,35,198,32,8600,194,2,1,5,1
2975,59,244,0,800,167,2,1,1,1
2976,41,197,0,4705,204,4,4,2,1
2977,58,231,0,1200,202,2,1,2,1
2978,26,140,0,5261,208,2,1,2,1
2983,25,131,10,878.27,169,2,1,5,1
2984,40,133,0,1433.08,201,4,4,5,1
2985,38,160,7,5005,201,2,1,2,1
2986,39,183,20,1300,177,2,1,2,1
2988,40,132,8,1522.24,180,2,3,5,1
2989,35,179,39,3000,190,2,3,2,1
2990,48,147,0,2000,200,2,1,2,1
2993,29,140,0,1009.31,185,4,1,1,1
2994,45,366,4,2992,195,2,1,5,1
2997,37,165,66,3050,189,2,3,2,1
3000,45,155,60,3000,205,2,1,2,1
3002,26,177,0,1100,160,2,2,1,1
3004,36,138,20,1760,182,2,3,5,1
3008,45,118,7,1988.42,197,2,1,5,1
3013,42,166,31,1700,165,2,1,5,1
3014,28,171,18,1088.09,194,2,1,5,1
3015,24,131,0,1017.82,154,2,1,1,1
3017,31,112,0,2110.89,190,2,1,1,1
3018,26,,0,933.27,181,4,1,5,1
3020,22,130,8,1350,194,4,1,5,1
3023,25,141,0,700,177,2,1,2,1
3025,26,114,0,1367.51,177,2,5,2,1
3026,41,130,0,800,160,2,3,5,1
3030,39,159,14,803.52,177,2,3,5,1
3032,33,185,0,1400,193,2,4,2,1
3033,31,222,0,1000,208,2,3,2,1
3034,27,138,3,2200,189,2,1,2,1
3035,28,196,8,6657.3,186,2,1,5,1
3036,29,166,0,2282.95,200,4,1,5,1
3038,45,182,59,4500,216,4,5,5,1
3043,24,110,6,838.09,197,4,1,2,1
3044,30,193,35,2014,207,4,1,2,1
3045,32,187,65,2133.35,180,2,1,5,1
3046,28,210,20,1200,175,2,3,5,1
3047,26,129,44,3500,194,2,1,2,1
3048,35,222,89,4200,194,2,3,5,1
3050,40,378,0,6500,204,4,3,2,1
3053,60,550,0,752,199,2,1,5,1
3054,22,140,0,1050,156,2,3,5,1
3055,32,118,0,1797.29,176,3,2,5,1
3058,21,150,0,1355.38,154,2,2,1,1
3060,30,164,20,4200,193,2,3,2,1
3061,26,149,36,1470.56,160,2,1,1,1
3064,25,134,0,842.71,167,2,1,5,1
3065,26,135,0,846.03,186,2,1,5,1
3066,61,414,0,30000,218,4,3,2,1
3068,25,131,22,1131.9,188,2,1,5,1
3070,30,180,32,2001,207,2,2,2,1
3076,30,145,0,2500,175,2,1,2,1
3077,32,159,36,1200,166,2,5,5,1
3078,24,181,0,1428,203,2,1,5,1
3080,38,128,0,1325.7,177,2,1,5,1
3081,28,198,35,2200,190,2,1,1,1
3082,59,174,0,1500,199,2,1,2,1
3083,36,128,0,2824.81,194,2,1,5,1
3087,36,154,14,978,198,4,1,5,1
3088,27,145,0,1034.44,168,2,1,5,1
3091,24,169,0,4900,178,2,1,5,1
3092,24,169,0,4900,178,2,1,5,1
3093,38,197,24,3909.5,191,2,3,5,1
3094,44,222,0,2000,187,4,4,2,1
3095,28,115,10,800,168,2,3,5,1
3098,42,140,25,3000,216,4,3,5,1
3099,33,222,33,2500,204,2,1,5,1
3101,28,128,7,2000,211,2,1,5,1
3102,34,135,34,1750,182,2,1,2,1
3103,30,121,81,1729,199,2,1,5,1
3104,31,214,0,2501.8,185,2,3,2,1
3105,45,183,12,2850,190,2,5,5,1
3107,48,174,0,2030,195,2,1,2,1
3108,40,146,13,1200,199,4,1,5,1
3110,25,137,0,1377.55,169,2,1,5,1
3111,36,167,40,3890.38,194,2,5,5,1
3112,24,155,0,1170.93,161,2,1,5,1
3120,37,196,0,1800,182,2,1,5,1
3121,22,130,0,2100,209,2,3,4,1
3122,31,221,60,3500,200,2,1,2,1
3126,36,153,51,4700,201,4,1,2,1
3128,32,147,10,2218.94,180,2,2,5,1
3129,26,196,0,1650,202,2,1,5,1
3130,29,186,16,2100,192,2,1,5,1
3131,42,224,14,2000,178,2,1,5,1
3132,36,198,0,1100,187,4,1,1,1
3133,31,210,0,5300,195,2,1,2,1
3134,32,133,0,1000,194,2,1,5,1
3135,28,154,34,9879.25,192,2,5,5,1
3137,30,125,0,800,194,2,1,5,1
3140,55,142,0,1049.03,194,2,5,5,1
3141,32,171,18,3380,219,2,1,2,1
3143,33,162,47,3000,214,2,1,2,1
3149,32,139,0,3300,193,2,1,2,1
3153,48,119,0,3000,197,2,3,5,1
3157,53,234,49,3000,216,4,3,5,1
3158,58,165,0,9000,196,2,1,2,1
3160,24,195,32,1000,156,2,1,5,1
3161,43,192,93,13500,226,2,1,2,1
3162,38,206,0,12630,239,4,4,5,1
3164,35,130,14,2373,214,4,1,2,1
3165,29,124,9,1691.22,168,2,3,1,1
3167,30,142,14,3000,191,2,1,5,1
3170,36,258,11,2321.93,201,2,3,2,1
3171,31,201,12,652.52,175,2,3,5,1
3173,32,126,0,1500,157,2,1,5,1
3174,30,182,44,3000,211,4,3,5,1
3175,37,163,15,4550,186,2,1,2,1
3176,35,111,46,8121.78,195,3,1,5,1
3177,32,122,0,2183.8,185,2,1,4,1
3179,,178,18,2300,192,2,3,2,1
3183,35,135,0,3000,182,2,5,2,1
3184,25,146,0,1300,169,2,1,5,1
3185,27,114,6,932.66,194,4,1,5,1
3186,28,146,0,3000,228,4,1,2,1
3188,27,142,34,3121.92,206,2,1,2,1
3189,24,121,17,6500,161,2,3,2,1
3194,32,168,24,2666.46,193,2,5,2,1
3196,39,177,42,1502,179,2,1,5,1
3198,34,126,7,1199.77,177,2,1,5,1
3201,55,198,0,2100,230,2,1,3,1
3202,36,149,6,2300,194,2,2,5,1
3211,64,294,0,3000,228,4,1,5,1
3213,47,186,0,3054.39,197,2,1,5,1
3214,23,151,31,1309.46,157,3,1,5,1
3216,27,140,0,2500,186,2,1,5,1
3217,30,174,24,6700,200,2,1,2,1
3218,32,147,28,1500,178,2,1,2,1
3220,48,378,17,5500,185,2,1,2,1
3221,31,134,0,744.16,175,2,1,5,1
3222,22,114,0,1200,178,2,1,2,1
3225,27,140,0,900,162,2,3,5,1
3226,29,153,25,3100,200,2,1,2,1
3229,41,280,98,6357,177,2,1,5,1
3230,48,220,0,2038.83,204,4,2,5,1
3231,24,123,0,1625.44,161,2,1,4,1
3233,22,134,26,2000,197,2,3,4,1
3236,26,149,11,1100,169,2,1,5,1
3237,23,134,0,1245.44,156,2,1,5,1
3241,36,157,0,800,204,2,1,2,1
3242,34,138,17,980.45,177,2,1,5,1
3243,27,160,17,5500,201,2,1,2,1
3247,31,166,0,2681,185,2,1,5,1
3249,28,134,0,548.65,194,4,1,5,1
3251,37,269,10,4100,220,2,1,2,1
3252,35,148,37,2200,194,2,1,5,1
3255,47,237,44,6200,219,2,1,2,1
3256,28,139,0,2300,193,2,1,2,1
3257,35,164,14,1634.86,192,2,3,2,1
3258,42,161,33,2250,199,2,3,2,1
3260,28,170,31,7246,226,4,3,2,1
3261,37,178,89,4500,197,2,1,2,1
3263,23,118,8,839.11,183,2,5,4,1
3264,29,187,11,2500,200,2,5,4,1
3266,22,147,0,655.36,156,2,1,5,1
3270,29,138,18,2000,188,2,1,2,1
3271,30,155,14,4000,219,4,1,2,1
3273,29,203,23,2311.8,223,4,1,5,1
3274,29,146,37,1600,212,2,1,5,1
3278,51,210,79,1200,203,4,1,2,1
3280,37,146,0,4700,215,4,1,2,1
3281,50,242,0,2509,205,2,1,2,1
3287,31,137,29,1026.75,175,2,3,5,1
3290,37,108,17,7675,213,2,1,5,1
3291,28,141,0,1200,175,2,2,5,1
3293,52,291,0,30000,209,2,1,1,1
3296,23,159,0,988.3,156,2,1,5,1
3297,44,304,53,2600,190,2,1,2,1
3301,43,193,0,1197.77,180,2,1,5,1
3303,32,140,48,2500,186,2,2,2,1
3305,30,176,44,2000,207,2,1,2,1
3306,39,113,52,4033,201,2,1,2,1
3307,25,122,0,1149.05,157,2,1,2,1
3308,31,175,33,2500,186,2,3,2,1
3309,28,104,15,635.71,194,2,1,5,1
3310,28,151,0,3350,195,2,1,2,1
3311,44,162,85,3505.05,177,2,4,2,1
3315,34,210,0,3000,168,2,1,2,1
3317,35,176,0,1300,177,2,1,5,1
3318,,126,0,1800,207,2,1,2,1
3320,52,124,109,10900,180,2,1,2,1
3321,34,148,0,9916,216,4,1,4,1
3323,29,171,0,1000,168,2,3,5,1
3326,42,198,10,1150,199,2,1,5,1
3328,50,216,0,732.05,201,2,1,1,1
3329,29,165,0,981.26,176,2,3,2,1
3333,36,209,17,1996.91,209,2,1,2,1
3334,39,147,0,1500,198,2,3,5,1
3336,38,229,0,1934.28,201,4,1,5,1
3340,28,213,39,4073.4,162,1,5,2,1
3341,38,113,16,4200,211,4,5,1,1
3344,51,151,0,2929.85,192,2,1,2,1
3348,34,278,0,2895,182,2,2,2,1
3349,51,131,20,2096.2,204,4,1,5,1
3354,35,181,54,6000,182,2,1,2,1
3355,39,132,12,948.33,199,4,1,5,1
3357,45,149,6,3924.98,192,2,3,2,1
3359,27,166,12,2868.18,208,2,1,2,1
3360,32,160,44,5331,193,2,3,2,1
3361,44,155,41,1800,181,2,3,2,1
3363,51,235,15,21600,210,4,1,2,1
3365,58,216,0,2200,219,2,5,2,1
3368,45,181,82,17700,203,2,1,2,1
3370,30,214,32,9100,200,2,1,2,1
3372,32,177,43,16000,173,2,1,2,1
3374,33,171,35,2717.68,211,4,4,5,1
3378,43,163,21,1847.65,178,2,3,5,1
3385,28,108,39,3000,192,2,1,5,1
3386,34,166,16,5000,212,2,1,2,1
3387,25,160,16,9309.35,188,4,1,4,1
3395,31,133,20,804.41,194,4,3,5,1
3396,38,152,0,1498.78,177,2,4,5,1
3400,45,150,22,930,195,2,1,5,1
